"","genome2guild$guild","mat_trait$`mat_ori$id`","size","grassAmbDry1","grassAmbWet1","grassAmbDry2","grassAmbWet2","Average","grassRedDry1","grassRedWet1","grassRedDry2","grassRedWet2","Average.1","shrubAmbDry1","shrubAmbWet1","shrubAmbDry2","shrubAmbWet2","Average.2","shrubRedDry1","shrubRedWet1","shrubRedDry2","shrubRedWet2","Average.3"
"397","8","shrubAmbWet1_bin.17.orig",3753475,0,0.017227,0.010219,0.024762,0.013052,0,0.013717,0,0,0.00342925,0.167708,4.833434,0.868065,0.868971,1.6845445,0,0.038901,0.035626,0.075623,0.0375375
"398","8","shrubAmbWet1_bin.18.orig",2143021,0,0,0,0,0,0,0,0,0,0,2.365386,4.463931,1.2653455,2.251586,2.586562125,0.5344215,0.8942055,0.2234165,0.689272,0.585328875
"399","12","shrubAmbWet1_bin.19.orig",4430816,0.355774,0.468323,0.440497,0.719343,0.49598425,0.029669,0.047098,0.080076,0.305445,0.115572,6.741169,7.318536,3.465794,2.599549,5.031262,1.693459,2.682797,1.836543,3.295989,2.377197
"400","42","shrubAmbWet1_bin.2.orig",7804833,0.115547,0.036371,0.146642,0.271424,0.142496,0,0.00359,0.022748,0.187673,0.05350275,11.148427,2.672407,2.1644325,3.301197,4.821615875,1.906522,2.404831,0.39166,0.855434,1.38961175
"401","6","shrubAmbWet1_bin.20.strict",4087809,0,0,0,0,0,0,0,0,0,0,4.685894,6.038334,0.388664,0.148516,2.815352,4.972431,2.46512,1.056483,0.392379,2.22160325
"402","20","shrubAmbWet1_bin.21.orig",2938835,0.61557,3.079074,3.606461,2.939542,2.56016175,0.142027,0.992902,1.789198,2.923649,1.461944,3.290156,7.181974,4.930024,4.73617,5.034581,3.700691,2.968846,4.773535,5.450116,4.223297
"403","3","shrubAmbWet1_bin.22.orig",1759685,0.113333,0.3853325,0.991083,1.1337975,0.6558865,0,0.110207,0.202975,0.462709,0.19397275,5.625845,13.045155,11.53901,13.0049215,10.80373288,2.67082,1.41237,4.758737,6.796017,3.909486
"404","30","shrubAmbWet1_bin.3.orig",4892723,0.356109,1.186991,1.822206,1.322955,1.17206525,0.320702,0.589487,1.036193,1.206244,0.7881565,3.687637,26.155515,5.243779,3.201916,9.57221175,1.389329,2.169916,4.094014,7.725303,3.8446405
"405","15","shrubAmbWet1_bin.4.permissive",2786109,0.098958,0.192582,0.0157405,0.077583,0.096215875,0,0.022165,0,0,0.00554125,0,4.715876,0.120575,0.053578,1.22250725,0,0,0,0.075028,0.018757
"406","34","shrubAmbWet1_bin.5.orig",3832970,0.093549,0.081918,0.090282,0.219681,0.1213575,0.029505,0.060049,0.053325,0.094172,0.05926275,3.043304,12.293168,0.892398,3.201609,4.85761975,0.372618,0.623268,0.512244,1.722146,0.807569
"407","16","shrubAmbWet1_bin.6.strict",2579225,0.096222,0.0355525,0.037057,0.029811,0.049660625,0.918292,0.019911,0,0.0367195,0.243730625,0.2591215,5.273196,0.192037,0.026328,1.437670625,3.664986,1.796258,1.07602,0.417522,1.7386965
"408","11","shrubAmbWet1_bin.7.orig",2223111,0.422803,0.401563,0.488243,0.674918,0.49688175,0.202395,0.2907555,0.408798,0.604341,0.376572375,9.560738,16.903396,6.569445,10.905176,10.98468875,1.968413,2.342527,4.494553,4.808648,3.40353525
"409","3","shrubAmbWet1_bin.8.orig",5560098,1.034596,2.498327,1.405274,0.659033,1.3993075,5.976193,11.329784,5.34754,1.683577,6.0842735,2.022481,15.45069,1.595426,1.104579,5.043294,3.034418,4.315575,4.083945,2.419339,3.46331925
"410","8","shrubAmbWet1_bin.9.strict",5204653,0.010146,0.054848,0.027303,0.060322,0.03815475,0.014111,0.087744,0.040087,0.032612,0.0436385,0.200583,8.798431,1.02729,0.318321,2.58615625,0.043724,0.013049,0.123923,0.068845,0.06238525
"411","2","shrubAmbWet2_bin.1.orig",4648614,0.232964,0.242931,0.741924,0.671496,0.47232875,0,8.5e-05,0.016302,0.063613,0.02,2.997375,2.889922,2.735038,4.131346,3.18842025,0.990842,0.998428,0.644678,1.035341,0.91732225
"412","28","shrubAmbWet2_bin.10.strict",4632668,0,0,0,0.048221,0.01205525,0,0.164048,0.094273,0.088054,0.08659375,0,0.085869,0.09057,4.745426,1.23046625,0,0,0.044474,0.093871,0.03458625
"413","24","shrubAmbWet2_bin.11.orig",4629282,0.219463,0.106338,0.271262,0.563573,0.290159,0.030712,0.076325,0.099824,0.357901,0.1411905,8.125808,2.558174,6.151342,8.718488,6.388453,2.774674,2.009009,0.866923,1.316177,1.74169575
"414","41","shrubAmbWet2_bin.12.orig",2770218,0.243574,0.512134,0.705373,0.557305,0.5045965,0.09093,0.413193,0.496555,0.560915,0.39039825,4.26672,13.564707,3.062258,6.729823,6.905877,2.120651,0.953028,1.537956,3.153002,1.94115925
"415","36","shrubAmbWet2_bin.13.orig",8072687,0.070381,0.106841,0.172362,1.20698,0.389141,0,0,0.038496,0.188235,0.05668275,9.166886,3.740848,4.060772,4.921164,5.4724175,2.297758,1.579936,1.040135,1.877398,1.69880675
"416","19","shrubAmbWet2_bin.14.orig",2725842,0.299618,0.212381,0.668099,2.201368,0.8453665,0.034317,0.093648,0.120351,0.445708,0.173506,13.024736,6.700796,11.761849,16.314954,11.95058375,3.314357,4.158861,2.468725,3.859104,3.45026175
"417","20","shrubAmbWet2_bin.15.orig",2271496,0.418691,0.402631,1.038685,3.394042,1.31351225,0,0.021004,0.043583,0.520878,0.14636625,0.940741,1.106347,1.57035,3.684148,1.8253965,1.799377,0.603514,1.094788,3.453394,1.73776825
"418","35","shrubAmbWet2_bin.16.orig",2561233,0,0,0,0.057196,0.014299,0,0,0,0,0,2.910925,7.3753,1.572732,5.221715,4.270168,0.542693,1.23076,0.342942,1.016027,0.7831055
"419","35","shrubAmbWet2_bin.17.strict",4271916,0,0,0.018989,0.051428,0.01760425,0,0,0,0,0,2.271892,3.55506,2.041291,7.212746,3.77024725,0.881537,0.433144,0.441857,1.161607,0.72953625
"420","8","shrubAmbWet2_bin.18.strict",4262175,0,0,0,0.008902,0.0022255,0,0,0,0,0,0.391017,3.170974,1.175552,6.441063,2.7946515,0.313717,0.131527,0.352695,0.942626,0.43514125
"421","15","shrubAmbWet2_bin.19.orig",2162246,0,0,0.2194955,0.527236,0.186682875,0,0,0,0,0,0,0.285042,0,3.957312,1.0605885,0,0,0,0.29031,0.0725775
"422","15","shrubAmbWet2_bin.2.permissive",2578120,0,0,0.087549,0,0.02188725,0,0,0,0.194466,0.0486165,1.3963825,0.2303075,1.25403,4.102529,1.74581225,0.874847,0,0.8592975,0.5319595,0.566526
"423","20","shrubAmbWet2_bin.20.orig",3465516,0.684207,2.931383,3.076574,3.244758,2.4842305,1.017943,2.347929,4.809763,4.372296,3.13698275,0.190463,1.079683,2.343229,3.417511,1.7577215,0.597392,0.703968,5.443433,3.985903,2.682674
"424","20","shrubAmbWet2_bin.21.orig",4138203,0.900083,1.90576,5.745207,7.40692,3.9894925,0,0.55985,1.652624,5.470679,1.92078825,6.244566,3.708488,12.37925,10.137008,8.117328,10.104929,5.192416,8.77702,6.173459,7.561956
"425","8","shrubAmbWet2_bin.22.orig",3051034,0.02928,0.111896,0.470416,0.64446,0.314013,0,0,0,0,0,0.71339,1.197318,1.655573,2.583005,1.5373215,0.291783,0.148154,0.882795,1.386797,0.67738225
"426","3","shrubAmbWet2_bin.23.orig",3373982,0.198271,0.534641,1.385346,1.532558,0.912704,0,0.184604,0.312906,0.6584725,0.288995625,8.632498,18.443831,16.418748,21.405796,16.22521825,4.184055,2.397021,7.647998,11.4514745,6.420137125
"427","15","shrubAmbWet2_bin.24.strict",2484996,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04474,1.011185,0,0,0,0.036441,0.00911025
"428","21","shrubAmbWet2_bin.3.permissive",4413941,0,0.065669,0.243398,0.398165,0.176808,0,0,0,0,0,1.032627,0.783966,2.654651,5.636572,2.526954,0,0,0.276157,0.816446,0.27315075
"429","20","shrubAmbWet2_bin.4.orig",2769694,0.195633,0.74596,0.766288,1.728459,0.859085,0,0.017208,0.069699,0.185778,0.06817125,2.62399,3.552296,2.263149,4.579577,3.254753,0.964757,0.916722,1.664357,3.184906,1.6826855
"430","8","shrubAmbWet2_bin.5.orig",4716456,0.071233,1.137105,1.363699,2.698062,1.31752475,0.004113,0.025581,0.06425,0.421804,0.128937,0.160769,0.966482,1.131369,10.672875,3.23287375,0.223823,0.136081,1.481398,2.54828,1.0973955
"431","3","shrubAmbWet2_bin.6.orig",4836052,0.331372,0.758037,0.967033,1.530485,0.89673175,0.176565,0.387443,0.803059,1.017873,0.596235,1.362694,3.391861,3.234838,6.578688,3.64202025,1.332253,1.264441,1.666048,1.886008,1.5371875
"432","20","shrubAmbWet2_bin.7.orig",2675740,0.322825,0.82902,1.235145,1.599379,0.99659225,0.100274,0.432061,0.610463,1.253678,0.599119,7.201029,4.932826,3.240735,9.029164,6.1009385,2.753371,2.223649,1.813605,3.290682,2.52032675
"433","9","shrubAmbWet2_bin.8.orig",5510699,0.4655295,1.368523,2.582987,1.489117,1.476539125,0,0.053303,0.176449,0.741119,0.24271775,1.151108,1.6685855,1.15567,2.078278,1.513410375,0.713657,0.614915,1.12957,1.362348,0.9551225
"434","42","shrubAmbWet2_bin.9.orig",8627014,0,0,0.050184,0.054076,0.026065,0,0,0,0.021374,0.0053435,13.386133,1.362898,2.037409,6.275281,5.76543025,1.486683,2.709681,0.228236,0.789618,1.3035545
"435","40","shrubRedDry1_bin.1.orig",4789990,0.303046,0.186863,0.436767,0.959532,0.471552,0.0832,0.169983,0.217595,0.783487,0.31356625,3.818517,1.365057,2.563081,2.962204,2.67721475,18.398653,1.908957,0.940373,1.70843,5.73910325
"436","22","shrubRedDry1_bin.10.orig",3535205,0.143584,0.500465,2.191274,6.177821,2.253286,0.014096,0.06755,0.137944,1.64422,0.4659525,0.920622,1.553676,1.704953,1.514321,1.423393,5.714696,1.162611,2.326645,2.567902,2.9429635
"437","43","shrubRedDry1_bin.12.orig",4068985,0.19351,0.17393,0.020706,0.031306,0.104863,0.627859,0.160308,0.093943,0.539773,0.35547075,1.44039,1.673004,0.044422,0.036303,0.79852975,13.057096,2.382216,0.353451,0.532308,4.08126775
"438","8","shrubRedDry1_bin.2.strict",2383322,0,0.036981,0.03712,0.063873,0.0344935,0,0,0,0.129519,0.03237975,0.613198,0.759181,0.276961,0.3065515,0.488972875,6.228117,1.4423055,0.1483555,0.402938,2.055429
"439","33","shrubRedDry1_bin.3.orig",1257842,0.095027,0.41585,0.2873305,0.051632,0.212459875,1.064241,1.408394,1.16613,0.511747,1.037628,0.357457,0.262273,0.128125,0.048798,0.19916325,2.9616335,4.807921,1.808177,0.652747,2.557619625
"440","9","shrubRedDry1_bin.4.orig",4619313,0.60483,1.720941,3.144712,1.738818,1.80232525,0,0.066279,0.220506,0.899439,0.296556,1.920806,2.425995,1.730799,1.759378,1.9592445,2.910026,1.234827,1.910737,1.956048,2.0029095
"441","36","shrubRedDry1_bin.5.orig",4661602,0.209185,0.165302,0.401223,0.6952,0.3677275,0.052495,0.070921,0.142192,0.583098,0.2121765,3.122829,1.038546,2.545244,1.737592,2.11105275,8.747414,2.043268,1.678341,1.681617,3.53766
"442","43","shrubRedDry1_bin.6.orig",4362288,0.383598,0.236737,0.016772,0.014679,0.1629465,0.487093,0.23515,0.034677,0.027946,0.1962165,0.3146,0.484905,0.051332,0.003306,0.21353575,19.613042,0.950932,0.423553,0.469053,5.364145
"443","16","shrubRedDry1_bin.7.orig",2238817,0.017702,0.011268,0,0.02267,0.01291,0.052616,0.00799,0.008223,0,0.01720725,0.080912,0.112235,0.036076,0.034839,0.0660155,22.427932,0.926904,0.065827,0.045869,5.866633
"444","43","shrubRedDry1_bin.8.strict",4275930,0.1589825,0.032013,0,0,0.047748875,0.077416,0,0,0,0.019354,0.608024,0.411883,0.161995,0.082196,0.3160245,7.415379,0.921883,0.742895,0.181207,2.315341
"445","14","shrubRedDry1_bin.9.orig",4110632,0.146301,0.247079,0.143319,0.320858,0.21438925,0.226526,0.090331,0.066976,0.100385,0.1210545,2.915164,2.817582,0.444868,0.277616,1.6138075,13.904968,1.886646,0.72114,0.536244,4.2622495
"446","41","shrubRedDry2_bin.1.orig",2050298,0.353013,0.597917,0.729652,0.521312,0.5504735,0.806306,2.951807,3.60869,1.4820065,2.212202375,0.427325,0.927175,0.654569,1.359912,0.84224525,0.9158,0.426469,6.277002,2.1599365,2.444801875
"447","11","shrubRedDry2_bin.10.orig",2370655,11.039816,8.730393,16.886925,10.02885,11.671496,0.433026,0.371011,0.62571,4.286827,1.4291435,4.167351,2.355917,3.484762,3.238972,3.3117505,2.593047,4.64595,8.635197,8.377889,6.06302075
"448","19","shrubRedDry2_bin.11.orig",2309632,0.3536,0.27232,0.821874,2.415744,0.9658845,0.071051,0.118597,0.173462,0.544928,0.2270095,61.381209,44.39463,22.511213,25.806737,38.52344725,7.159073,14.305086,6.48432,9.286546,9.30875625
"449","3","shrubRedDry2_bin.12.orig",3982139,0.772277,0.416741,1.32616,2.135586,1.162691,0.07306,0.207199,0.417733,1.882038,0.6450075,4.679767,2.484656,5.985804,5.41284,4.64076675,7.085031,3.556691,6.92062,4.075628,5.4094925
"450","8","shrubRedDry2_bin.13.orig",3495219,0.043854,0.206286,0.488109,1.012257,0.4376265,0.005872,0.038723,0.07061,0.282329,0.0993835,0.44114,1.207504,9.597166,1.561563,3.20184325,0.714052,0.671235,9.826448,4.694585,3.97658
"451","8","shrubRedDry2_bin.14.strict",3316355,0.325656,5.201739,3.706857,1.329819,2.64101775,1.227322,2.778866,4.988491,1.433558,2.60705925,0.126863,0.279378,2.016253,0.329345,0.68795975,0.388946,0.604093,7.897798,2.246021,2.7842145
"452","13","shrubRedDry2_bin.15.orig",3211172,1.01093,9.144358,22.886402,24.584645,14.40658375,0.423099,1.48973,10.780949,20.441823,8.28390025,2.355626,3.476136,6.641098,6.885597,4.83961425,3.363663,2.113643,32.183436,15.830582,13.372831
"453","39","shrubRedDry2_bin.16.orig",4096464,0.193905,0.31178,0.875217,1.877782,0.814671,0.047405,0.085178,0.293372,0.819338,0.31132325,3.336871,1.450097,3.109408,2.913408,2.702446,2.094357,5.774989,6.676607,3.662133,4.5520215
"454","35","shrubRedDry2_bin.17.orig",2251477,0.428802,1.901242,1.968332,1.425103,1.43086975,0.053917,0.333013,0.345458,0.879574,0.4029905,1.992637,2.311994,2.058183,1.809261,2.04301875,1.046028,1.217181,2.639727,2.983344,1.97157
"455","8","shrubRedDry2_bin.18.strict",3962271,0,0.1734785,0.271005,0.327359,0.192960625,0.067791,0.645579,0.7409535,0.928543,0.595716625,0.058918,0.149377,0.177438,0.252686,0.15960475,0.237201,0.106078,1.859737,0.800908,0.750981
"456","24","shrubRedDry2_bin.19.orig",4319254,1.301055,0.803783,1.972713,3.153291,1.8077105,0.245732,0.529966,0.931613,2.849908,1.13930475,7.045457,2.184585,7.137683,5.173263,5.385247,7.873349,4.605518,11.170184,2.227583,6.4691585
"457","3","shrubRedDry2_bin.2.orig",2463833,0.857879,4.302213,3.556387,2.443114,2.78989825,1.285191,3.527069,3.592772,4.594497,3.24988225,0.40718,0.764289,0.638657,0.848255,0.66459525,0.666694,1.809616,2.884191,2.9596355,2.080034125
"458","14","shrubRedDry2_bin.20.orig",5200122,0.13494,0.180627,0.106866,0.209357,0.1579475,0.15959,0.084542,0.0719775,0.074779,0.097722125,2.298302,2.043258,0.374317,0.269784,1.24641525,2.12284,5.626833,8.400207,2.558878,4.6771895
"459","18","shrubRedDry2_bin.21.orig",4664305,0.162943,0.761,1.229729,1.552691,0.92659075,0.10582,0.539377,1.551859,4.696592,1.723412,1.222302,1.355353,3.350484,1.694959,1.9057745,3.1848715,2.601302,12.431568,4.763607,5.745337125
"460","2","shrubRedDry2_bin.22.orig",5296651,0.4801945,2.186164,2.5663,1.771864,1.751130625,0.291786,1.880697,2.987706,3.687481,2.2119175,1.574204,2.1629175,4.7314255,2.65565,2.78104925,2.351475,1.952407,5.798285,3.118401,3.305142
"461","11","shrubRedDry2_bin.23.orig",3005037,0.936499,0.956363,1.02811,1.172451,1.02335575,2.37299,1.784817,2.307357,1.500616,1.991445,0.839303,0.641659,0.808785,0.734693,0.75611,1.025037,1.09403,11.616603,1.942703,3.91959325
"462","15","shrubRedDry2_bin.24.orig",3493287,0,0.062662,0.196166,0.289767,0.13714875,0,0,0,0.174531,0.04363275,0.9223885,1.65092,1.003286,1.202215,1.194702375,0.781018,0.335604,4.456271,1.0192515,1.648036125
"463","11","shrubRedDry2_bin.25.orig",2661234,0.6252625,1.178663,1.276063,1.073764,1.038438125,0.387825,0.596113,1.178137,1.160064,0.83053475,0.40884,0.3867235,0.506931,0.476482,0.444744125,0.607695,2.831027,5.37961,1.711548,2.63247
"464","37","shrubRedDry2_bin.26.orig",3419002,0.101082,0.172376,0.925325,0.975821,0.543651,0.029989,0.006415,0.0604805,0.169057,0.066485375,2.425764,2.424865,1.84352,0.526742,1.80522275,3.403342,3.3689965,4.516273,1.503824,3.198108875
"465","9","shrubRedDry2_bin.27.orig",4947683,0.424879,1.590785,2.604967,1.747179,1.5919525,0,0.082164,0.241955,1.072239,0.3490895,1.379163,1.764426,1.528821,1.484472,1.5392205,1.057968,0.910897,2.759147,1.809588,1.6344
"466","15","shrubRedDry2_bin.3.orig",1655846,1.056048,6.9762,5.701327,3.440621,4.293549,6.421136,10.890134,25.702398,15.142879,14.53913675,0.029075,0.089603,0.210182,0.110068,0.109732,0.162982,0.705208,25.564309,1.008929,6.860357
"467","43","shrubRedDry2_bin.4.strict",3472961,0.217846,0.037971,0,0,0.06395425,0.08193,0,0,0,0.0204825,0.648744,0.395272,0.183217,0.086064,0.32832425,5.81805,0.970252,2.187678,0.166194,2.2855435
"468","41","shrubRedDry2_bin.5.orig",2183966,0.087384,0.808298,0.260527,0.064726,0.30523375,0.98303,1.251267,1.133779,0.501671,0.96743675,0.32222,0.225915,0.102906,0.006746,0.16444675,1.547631,6.753515,4.14977,0.817785,3.31717525
"469","3","shrubRedDry2_bin.6.orig",2532460,0.106444,0.5083,0.557531,0.266707,0.3597455,1.580332,6.490776,6.68215,2.260819,4.25351925,0.171628,0.231445,0.224346,0.352865,0.245071,0.430346,1.172414,2.859786,0.948492,1.3527595
"470","40","shrubRedDry2_bin.8.orig",4672448,0.151926,0.10225,0.223714,0.436824,0.2286785,0.044946,0.076752,0.100407,0.342717,0.1412055,1.810576,0.639606,2.150638,1.190107,1.44773175,1.094457,0.691416,10.549144,0.499756,3.20869325
"471","26","shrubRedDry2_bin.9.orig",2105008,0.929573,0.958704,1.122638,1.405522,1.10410925,0.692992,0.843247,1.112876,1.541849,1.047741,1.933584,1.15063,1.706982,1.725246,1.6291105,1.948136,1.86515,11.297859,2.236503,4.336912
"472","15","shrubRedWet1_bin.1.orig",2225730,5.007264,8.023585,3.179718,2.299608,4.62754375,12.763253,24.986647,7.519643,3.494026,12.19089225,3.604922,4.026837,2.062746,2.648249,3.0856885,8.050162,12.79235,2.659616,2.919608,6.605434
"473","13","shrubRedWet1_bin.10.orig",3027393,2.563524,15.064126,20.838713,15.471156,13.48437975,2.112623,11.27062,19.41892,32.160098,16.24056525,6.149101,7.536062,7.745236,9.086245,7.629161,8.253302,13.144302,16.433521,12.340594,12.54292975
"474","43","shrubRedWet1_bin.11.strict",4263164,0.286866,0.126086,0.015842,0.016234,0.111257,0.681221,0.080291,0.022411,0.013583,0.1993765,0.081495,0.240896,0.023928,0,0.08657975,1.672786,4.842155,0.127947,0.056944,1.674958
"475","43","shrubRedWet1_bin.13.strict",4379803,0.385755,0.061243,0.012746,0,0.114936,0.114429,0,0,0,0.02860725,1.25666,0.753129,0.365492,0.248024,0.65582625,7.010167,3.395815,0.971504,0.229098,2.901646
"476","12","shrubRedWet1_bin.16.orig",4432414,1.054853,1.120049,0.605896,0.639982,0.855195,0.247354,0.372562,0.245998,0.621902,0.371954,1.060384,0.637884,1.304219,1.026612,1.00727475,3.107682,12.52591,1.310673,0.895141,4.4598515
"477","11","shrubRedWet1_bin.17.orig",2025520,31.41298,12.947803,4.954062,2.285187,12.900008,29.560912,16.264742,11.143332,5.352083,15.58026725,3.580063,3.320581,1.938043,1.695913,2.63365,6.441125,119.137112,3.365289,3.002801,32.98658175
"478","26","shrubRedWet1_bin.18.orig",2864137,28.023405,11.064838,5.060127,1.436161,11.39613275,30.36635,12.009296,8.200304,3.521125,13.52426875,2.4421055,1.356878,1.24304,1.032625,1.518662125,5.206018,38.940462,2.544015,1.7438565,12.10858788
"479","13","shrubRedWet1_bin.19.orig",2334262,0.126517,0.495755,1.51515,2.662149,1.19989275,0.05097,0.228977,0.404733,1.378765,0.51586125,0.985736,1.373588,1.401139,1.36886,1.28233075,2.149226,2.139989,1.967685,2.166223,2.10578075
"480","9","shrubRedWet1_bin.2.orig",4624584,0.483634,1.663826,3.050722,1.745698,1.73597,0,0.062486,0.205448,0.867576,0.2838775,1.361024,2.14216,1.36666,1.272273,1.53552925,1.045007,2.178965,1.618174,1.577689,1.60495875
"481","6","shrubRedWet1_bin.20.strict",3662444,0,0,0,0,0,0,0,0,0,0,6.312927,4.945772,0.519918,0.185588,2.99105125,6.428262,4.410486,1.37796,0.514038,3.1826865
"482","41","shrubRedWet1_bin.21.orig",1792677,0.112943,0.597208,0.324739,0.060701,0.27389775,0.899675,1.319385,1.101191,0.47098,0.94780775,0.308276,0.231618,0.092234,0.031314,0.1658605,1.367219,6.580543,2.320791,0.643204,2.72793925
"483","11","shrubRedWet1_bin.23.orig",2708358,1.1296335,3.179987,2.363257,1.926905,2.149945625,0.858641,1.03356,1.668881,2.329063,1.47253625,0.55046,0.526458,0.611878,0.520458,0.5523135,0.490102,25.937207,2.212678,2.036838,7.66920625
"484","30","shrubRedWet1_bin.24.orig",4181808,3.988266,12.906933,5.079935,1.081782,5.764229,9.913182,17.043257,13.149156,3.984298,11.02247325,8.15983,3.442232,3.042741,1.054503,3.9248265,17.807914,75.948529,19.736012,4.644847,29.5343255
"485","42","shrubRedWet1_bin.25.orig",8737686,0.003874,0,0.062636,0.066092,0.0331505,0,0,0,0.052202,0.0130505,13.968298,1.287033,1.849179,3.54254,5.1617625,1.737748,4.253068,0.253041,0.862811,1.776667
"486","10","shrubRedWet1_bin.26.orig",2012225,1.864515,2.786447,0.692235,0.612262,1.48886475,22.087352,12.721185,3.077723,1.092097,9.74458925,0.701567,0.702533,0.713238,0.649396,0.6916835,1.040337,4.309758,1.117299,0.983665,1.86276475
"487","15","shrubRedWet1_bin.27.strict",2194982,0,0,0,0,0,0,0,0,0,0,0.2859965,1.685061,0.670807,1.0230555,0.91623,0.33633,2.564289,0.5557055,1.316762,1.193271625
"488","7","shrubRedWet1_bin.29.orig",2888015,2.341114,3.677813,1.610329,1.019852,2.162277,1.466476,1.179475,1.166309,1.348974,1.2903085,1.364254,0.882198,1.162993,1.159071,1.142129,1.888523,79.309291,1.183793,1.308124,20.92243275
"489","35","shrubRedWet1_bin.30.permissive",3344971,0,0,0,0,0,0,0,0,0,0,8.065461,4.385199,3.65755,3.00823,4.77911,2.55799,4.482698,0.445496,1.983925,2.36752725
"490","15","shrubRedWet1_bin.31.strict",2117471,0,1.690549,0,0,0.42263725,0.21125,0.824085,0,0.107873,0.285802,0,0,0,0,0,0,2.430184,0,0.187783,0.65449175
"491","36","shrubRedWet1_bin.32.orig",3965385,0.398313,0.145841,0.481594,0.584305,0.40251325,0,0.059874,0.066201,0.326576,0.11316275,4.717003,1.177667,2.338307,3.228353,2.8653325,4.185953,5.972555,0.79662,2.528329,3.37086425
"492","21","shrubRedWet1_bin.4.orig",2548061,0.101185,0.5318945,0.532215,0.320271,0.371391375,1.438974,6.1462,5.948171,2.087291,3.905159,0.198567,0.291416,0.221076,0.379953,0.272753,0.444957,2.993041,1.503682,0.797548,1.434807
"493","21","shrubRedWet1_bin.5.permissive",3779530,0,0,0,0,0,0,0,0,0,0,0.3753,0,0.503531,0.2181795,0.274252625,4.87905,3.520415,0,1.0652645,2.366182375
"494","30","shrubRedWet1_bin.6.orig",2999002,0.534508,1.783562,0.724859,0.631688,0.91865425,1.346704,2.876823,2.948841,1.039267,2.05290875,7.784746,2.210654,1.396941,0.66294,3.01382025,4.677249,20.08226,4.202182,2.249235,7.8027315
"495","11","shrubRedWet1_bin.7.orig",2745811,9.875211,7.990276,2.523426,1.446129,5.4587605,5.79584,5.14396,2.556587,1.831973,3.83209,2.724761,3.599778,1.709764,1.776422,2.45268125,4.945384,29.379378,2.32618,2.301186,9.738032
"496","7","shrubRedWet1_bin.8.orig",2874635,0.909154,1.721333,1.832137,1.287792,1.437604,0.509171,0.676617,1.22474,1.572785,0.99582825,0.526252,0.434088,0.554832,0.49116,0.501583,0.702407,98.393026,1.973174,1.271698,25.58507625
"497","2","shrubRedWet1_bin.9.orig",2676942,0.548022,4.7194035,1.395374,0.964608,1.906851875,0.654079,3.107804,1.790559,1.1896995,1.685535375,1.276354,3.481593,0.847362,0.640201,1.5613775,1.819424,2.444127,1.808403,1.489325,1.89031975
"498","21","shrubRedWet2_bin.1.strict",3963486,0.05345,0.221572,0.114613,0.09075,0.12009625,0.02771,0.211884,0.096793,0.095038,0.10785625,0.218104,1.940524,2.001121,1.6002,1.43998725,0.253286,0.139837,3.078227,6.3639445,2.458823625
"499","33","shrubRedWet2_bin.10.orig",2101096,0.156332,0.396318,0.649459,0.449054,0.41279075,0.055088,0.217838,0.284953,0.44467,0.25063725,0.823452,1.95852,4.962076,2.112865,2.46422825,3.586985,1.065538,4.267667,5.680519,3.65017725
"500","39","shrubRedWet2_bin.13.orig",4492867,0.2039,0.321061,0.898265,1.885783,0.82725225,0.038107,0.087367,0.294723,0.860404,0.32015025,3.539597,1.463404,3.149632,2.899284,2.76297925,2.159939,5.907876,5.172084,4.824774,4.51616825
"501","15","shrubRedWet2_bin.14.strict",2450226,0,0,0,0,0,0,0,0,0,0,0.28697,2.087423,0.841687,1.381524,1.149401,0.324836,0.537108,0.851883,2.771595,1.1213555
"502","28","shrubRedWet2_bin.15.strict",3086872,0,0.26926,0,0,0.067315,0.516339,3.60817,0.149818,0.122542,1.09921725,0,0.120807,0,0,0.03020175,0,0.056521,0.040219,3.951581,1.01208025
"503","20","shrubRedWet2_bin.16.orig",2993374,0,0.125059,0.210192,0.319898,0.16378725,0,0,0.05617,0.197896,0.0635165,1.089714,3.746944,1.508065,1.678531,2.0058135,0.46514,0.429351,1.135283,3.632705,1.41561975
"504","9","shrubRedWet2_bin.17.orig",4471365,0.406532,1.124482,2.232385,1.607659,1.3427645,0,0.063295,0.206615,0.914014,0.295981,1.578887,1.979598,1.481146,1.546173,1.646451,1.164801,1.066915,1.881257,2.538463,1.662859
"505","3","shrubRedWet2_bin.18.orig",2987220,4.290751,4.476998,10.257846,16.411103,8.8591745,0.223794,0.646095,0.9699465,2.1448595,0.99617375,8.5270495,16.858531,5.113948,7.881847,9.595343875,7.3075455,4.933302,4.8523565,17.260753,8.58848925
"506","1","shrubRedWet2_bin.19.orig",3604718,0.416849,7.555843,3.402399,2.448296,3.45584675,0.274336,3.606174,3.3167,2.633159,2.45759225,2.695483,9.539242,1.803027,5.637674,4.9188565,2.706333,3.980428,8.49197,10.720682,6.47485325
"507","7","shrubRedWet2_bin.2.orig",2400289,0.396202,0.957971,5.766559,7.454908,3.64391,0.234382,0.422209,1.104212,5.385724,1.78663175,1.204088,0.891685,2.188131,1.650375,1.48356975,1.866476,0.964492,5.6878,11.605375,5.03103575
"508","37","shrubRedWet2_bin.20.orig",2027408,0,0,0,0,0,0,0,0,0,0,1.091735,1.224946,0.078053,0,0.5986835,4.148683,1.323442,0.501955,1.168655,1.78568375
